ID,filename,RG,family
10655,WmiApSrv.exe,0,0
10656,WorkFolders.exe,0,0
10657,WpcMon.exe,0,0
10658,WpcTok.exe,0,0
10659,WpcUapApp.exe,0,0
10660,XBox.TCUI.exe,0,0
10661,XGpuEjectDialog.exe,0,0
10662,XNResourceEditorPortable_3.0.0.1_English.paf.exe,0,0
10663,X_Proxy.exe,0,0
10664,XblGameSaveTask.exe,0,0
10665,XenonPortable_1.5.0.2.paf.exe,0,0
10666,XnViewPortable_2.50.4.paf.exe,0,0
10667,XyePortable_0.12.1_English.paf.exe,0,0
10668,YUMI-UEFIPortable_0.0.4.4_English.paf.exe,0,0
10669,YUMIPortable_2.0.9.4_English.paf.exe,0,0
10670,ZSoftUninstallerPortable_2.5_Rev_3.paf.exe,0,0
10671,ZintPortable_2.10.0_English.paf.exe,0,0
10672,ZumaSetupen.exe,0,0
10673,_isdel.exe,0,0
10674,acehtml5pro.exe,0,0
10675,aitstatic.exe,0,0
10676,alg.exe,0,0
10677,appidcertstorecheck.exe,0,0
10678,appidpolicyconverter.exe,0,0
10679,appidtel.exe,0,0
10680,aspnet_regiis.exe,0,0
10681,aspnet_state.exe,0,0
10682,aspnet_wp.exe,0,0
10683,at.exe,0,0
10684,attrib.exe,0,0
10685,audit.exe,0,0
10686,auditpol.exe,0,0
10687,autochk.exe,0,0
10688,autoconv.exe,0,0
10689,autofmt.exe,0,0
10690,baaupdate.exe,0,0
10691,backgroundTaskHost.exe,0,0
10692,bcdboot.exe,0,0
10693,bcdedit.exe,0,0
10694,bdechangepin.exe,0,0
10695,bdeunlock.exe,0,0
10696,bfsvc.exe,0,0
10697,bitsadmin.exe,0,0
10698,bootcfg.exe,0,0
10699,bootim.exe,0,0
10700,bootsect.exe,0,0
10701,bridgeunattend.exe,0,0
10702,browser_broker.exe,0,0
10703,browserexport.exe,0,0
10704,bthudtask.exe,0,0
10705,cacls.exe,0,0
10706,calc.exe,0,0
10707,canon_l11121e_Driver_for_Windows_64_bit.exe,0,0
10708,canon_lbp2900b_driver_for_windows_32_bit.exe,0,0
10709,certreq.exe,0,0
10710,certutil.exe,0,0
10711,change.exe,0,0
10712,changepk.exe,0,0
10713,charmap.exe,0,0
10714,chesstitans.exe,0,0
10715,chglogon.exe,0,0
10716,chgport.exe,0,0
10717,chgusr.exe,0,0
10718,chkdsk.exe,0,0
10719,chkntfs.exe,0,0
10720,choice.exe,0,0
10721,cipher.exe,0,0
10722,cleanmgr.exe,0,0
10723,cliconfg.exe,0,0
10724,clip.exe,0,0
10725,cmdkey.exe,0,0
10726,cmdl32.exe,0,0
10727,cmmon32.exe,0,0
10728,cmstp.exe,0,0
10729,cofire.exe,0,0
10730,colorcpl.exe,0,0
10731,comp.exe,0,0
10732,compact.exe,0,0
10733,comrepl.exe,0,0
10734,conadvpass.exe,0,0
10735,consent.exe,0,0
10736,control.exe,0,0
10737,convert.exe,0,0
10738,convertvhd.exe,0,0
10739,coredpussvr.exe,0,0
10740,cports.exe,0,0
10741,credwiz.exe,0,0
10742,csrss.exe,0,0
10743,ctfmon.exe,0,0
10744,cttune.exe,0,0
10745,cttunesvr.exe,0,0
10746,curl.exe,0,0
10747,cvtres.exe,0,0
10748,dasHost.exe,0,0
10749,dccw.exe,0,0
10750,dcomcnfg.exe,0,0
10751,ddodiag.exe,0,0
10752,desktopimgdownldr.exe,0,0
10753,desktoptwitter.exe,0,0
10754,dfgPortable_2.22.33_Update_1_online.paf.exe,0,0
10755,dfrgui.exe,0,0
10756,dialer.exe,0,0
10757,diskpart.exe,0,0
10758,diskperf.exe,0,0
10759,diskraid.exe,0,0
10760,dispdiag.exe,0,0
10761,djoin.exe,0,0
10762,dllexp.exe,0,0
10763,dllhost.exe,0,0
10764,dllhst3g.exe,0,0
10765,dmcertinst.exe,0,0
10766,dmcfghost.exe,0,0
10767,dmclient.exe,0,0
10768,dnscacheugc.exe,0,0
10769,doskey.exe,0,0
10770,dotNETInspectorPortable_1.5.0_English.paf.exe,0,0
10771,dpapimig.exe,0,0
10772,dplaysvr.exe,0,0
10773,dpnsvr.exe,0,0
10774,driverquery.exe,0,0
10775,drvcfg.exe,0,0
10776,drvinst.exe,0,0
10777,dstokenclean.exe,0,0
10778,dtdump.exe,0,0
10779,dusmtask.exe,0,0
10780,dvdplay.exe,0,0
10781,dwm.exe,0,0
10782,dxdiag.exe,0,0
10783,dxgiadaptercache.exe,0,0
10784,easinvoker.exe,0,0
10785,edpnotify.exe,0,0
10786,efsui.exe,0,0
10787,esentutl.exe,0,0
10788,eudcedit.exe,0,0
10789,eventcreate.exe,0,0
10790,eventvwr.exe,0,0
10791,expand.exe,0,0
10792,extrac32.exe,0,0
10793,faview.exe,0,0
10794,fc.exe,0,0
10795,fg761p.exe,0,0
10796,fhmanagew.exe,0,0
10797,find.exe,0,0
10798,findstr.exe,0,0
10799,finger.exe,0,0
10800,fixmapi.exe,0,0
10801,fltMC.exe,0,0
10802,fodhelper.exe,0,0
10803,fontview.exe,0,0
10804,forfiles.exe,0,0
10805,freegate-38819-1.exe,0,0
10806,fsavailux.exe,0,0
10807,fsquirt.exe,0,0
10808,fsutil.exe,0,0
10809,ftp.exe,0,0
10810,fvenotify.exe,0,0
10811,fveprompt.exe,0,0
10812,getmac.exe,0,0
10813,gpresult.exe,0,0
10814,gpscript.exe,0,0
10815,gpupdate.exe,0,0
10816,grepWinPortable_2.0.10.paf.exe,0,0
10817,grpconv.exe,0,0
10818,hdwwiz.exe,0,0
10819,help.exe,0,0
10820,hh.exe,0,0
10821,hvsievaluator.exe,0,0
10822,icacls.exe,0,0
10823,iconsext.exe,0,0
10824,icsunattend.exe,0,0
10825,ie4uinit.exe,0,0
10826,ie4ushowIE.exe,0,0
10827,ieUnatt.exe,0,0
10828,iecv.exe,0,0
10829,iediagcmd.exe,0,0
10830,iehv.exe,0,0
10831,ieinstal.exe,0,0
10832,ielowutil.exe,0,0
10833,iepv.exe,0,0
10834,iexplore.exe,0,0
10835,iexpress.exe,0,0
10836,ifreevpn.exe,0,0
10837,ilasm.exe,0,0
10838,imecfmui.exe,0,0
10839,imjpuexc.exe,0,0
10840,immersivetpmvscmgrsvr.exe,0,0
10841,instnm.exe,0,0
10842,iotstartup.exe,0,0
10843,ipconfig.exe,0,0
10844,ipnetinfo.exe,0,0
10845,irftp.exe,0,0
10846,iscsicli.exe,0,0
10847,iscsicpl.exe,0,0
10848,isoburn.exe,0,0
10849,jPortableBrowserSwitch_1.0_English.paf.exe,0,0
10850,java.exe,0,0
10851,javaw.exe,0,0
10852,javaws.exe,0,0
10853,k4etna2us17.exe,0,0
10854,kktt.exe,0,0
10855,klist.exe,0,0
10856,ksetup.exe,0,0
10857,ktmutil.exe,0,0
10858,label.exe,0,0
10859,lantern-installer.exe,0,0
10860,licensingdiag.exe,0,0
10861,lodctr.exe,0,0
10862,logagent.exe,0,0
10863,logman.exe,0,0
10864,logoff.exe,0,0
10865,lpkinstall.exe,0,0
10866,lpksetup.exe,0,0
10867,lpremove.exe,0,0
10868,lsass.exe,0,0
10869,mailpv.exe,0,0
10870,makecab.exe,0,0
10871,manage-bde.exe,0,0
10872,mavinject.exe,0,0
10873,mblctr.exe,0,0
10874,mcbuilder.exe,0,0
10875,memreduct-3.3.5-setup.exe,0,0
10876,memtest.exe,0,0
10877,mfpmp.exe,0,0
10878,mighost.exe,0,0
10879,mip.exe,0,0
10880,mmc.exe,0,0
10881,mmgaserver.exe,0,0
10882,mobsync.exe,0,0
10883,mofcomp.exe,0,0
10884,mountvol.exe,0,0
10885,mpnotify.exe,0,0
10886,msconfig.exe,0,0
10887,mscorsvw.exe,0,0
10888,msdt.exe,0,0
10889,msdtc.exe,0,0
10890,msfeedssync.exe,0,0
10891,msg.exe,0,0
10892,mshta.exe,0,0
10893,msiexec.exe,0,0
10894,msinfo32.exe,0,0
10895,msoobe.exe,0,0
10896,msra.exe,0,0
10897,mstsc.exe,0,0
10898,mtppk12.exe,0,0
10899,mtstocom.exe,0,0
10900,mweather.exe,0,0
10901,mzcv.exe,0,0
10902,nbtstat.exe,0,0
10903,ndadmin.exe,0,0
10904,net.exe,0,0
10905,net1.exe,0,0
10906,netbtugc.exe,0,0
10907,netcfg.exe,0,0
10908,netiougc.exe,0,0
10909,netpass.exe,0,0
10910,netsh.exe,0,0
10911,newdev.exe,0,0
10912,ngen.exe,0,0
10913,nircmd.exe,0,0
10914,nircmdc.exe,0,0
10915,nltest.exe,0,0
10916,notepad.exe,0,0
10917,nslookup.exe,0,0
10918,ntprint.exe,0,0
10919,odbcad32.exe,0,0
10920,odbcconf.exe,0,0
10921,ofdeploy.exe,0,0
10922,old_smb.exe,0,0
10923,omadmclient.exe,0,0
10924,omadmprc.exe,0,0
10925,oobeldr.exe,0,0
10926,openfiles.exe,0,0
10927,pacjsworker.exe,0,0
10928,pcalua.exe,0,0
10929,pcaui.exe,0,0
10930,pcwrun.exe,0,0
10931,perfhost.exe,0,0
10932,perfmon.exe,0,0
10933,phoneactivate.exe,0,0
10934,phpeditor_setup.exe,0,0
10935,pipanel.exe,0,0
10936,plasrv.exe,0,0
10937,pnputil.exe,0,0
10938,poqexec.exe,0,0
10939,powercfg.exe,0,0
10940,powershell.exe,0,0
10941,prevhost.exe,0,0
10942,print.exe,0,0
10943,printfilterpipelinesvc.exe,0,0
10944,printui.exe,0,0
10945,proquota.exe,0,0
10946,provlaunch.exe,0,0
10947,provtool.exe,0,0
10948,prproc.exe,0,0
10949,psiphon3.exe,0,0
10950,psr.exe,0,0
10951,pwcreator.exe,0,0
10952,pwlauncher.exe,0,0
10953,python_icon.exe,0,0
10954,qappsrv.exe,0,0
10955,qprocess.exe,0,0
10956,query.exe,0,0
10957,quickassist.exe,0,0
10958,quser.exe,0,0
10959,qwinsta.exe,0,0
10960,rasautou.exe,0,0
10961,rasdial.exe,0,0
10962,raserver.exe,0,0
10963,rasphone.exe,0,0
10964,rcvPortable_1.53.2074_online.paf.exe,0,0
10965,rdpclip.exe,0,0
10966,rdpinit.exe,0,0
10967,rdpinput.exe,0,0
10968,rdpshell.exe,0,0
10969,rdpsign.exe,0,0
10970,rdpv.exe,0,0
10971,rdrleakdiag.exe,0,0
10972,recdisc.exe,0,0
10973,recover.exe,0,0
10974,refsutil.exe,0,0
10975,reg.exe,0,0
10976,regedit.exe,0,0
10977,regedt32.exe,0,0
10978,regini.exe,0,0
10979,regsvr32.exe,0,0
10980,rekeywiz.exe,0,0
10981,relog.exe,0,0
10982,repair-bde.exe,0,0
10983,replace.exe,0,0
10984,reset.exe,0,0
10985,resmon.exe,0,0
10986,rktools.exe,0,0
10987,rmttpmvscmgrsvr.exe,0,0
10988,rrinstaller.exe,0,0
10989,rstrui.exe,0,0
10990,rufus-2.9.exe,0,0
10991,runas.exe,0,0
10992,rundll32.exe,0,0
10993,runexehelper.exe,0,0
10994,runonce.exe,0,0
10995,rwinsta.exe,0,0
10996,sapisvr.exe,0,0
10997,sc.exe,0,0
10998,schtasks.exe,0,0
10999,scp.exe,0,0
11000,scrcons.exe,0,0
11001,sdbinst.exe,0,0
11002,sdchange.exe,0,0
11003,sdclt.exe,0,0
11004,sdiagnhost.exe,0,0
11005,secinit.exe,0,0
11006,securekernel.exe,0,0
11007,serviwin.exe,0,0
11008,sessionmsg.exe,0,0
11009,sethc.exe,0,0
11010,setspn.exe,0,0
11011,setup.exe,0,0
11012,setup16.exe,0,0
11013,setup_wm.exe,0,0
11014,setupcl.exe,0,0
11015,setupugc.exe,0,0
11016,setx.exe,0,0
11017,sfc.exe,0,0
11018,sftp.exe,0,0
11019,shexview.exe,0,0
11020,shman.exe,0,0
11021,shmnview.exe,0,0
11022,shrpubw.exe,0,0
11023,shutdown.exe,0,0
11024,sigverif.exe,0,0
11025,smadav2018rev91.exe,0,0
11026,snmptrap.exe,0,0
11027,sort.exe,0,0
11028,spaceman.exe,0,0
11029,specPortable_1.32_Update_1_online.paf.exe,0,0
11030,splwow64.exe,0,0
11031,srdelayed.exe,0,0
11032,ssh-add.exe,0,0
11033,ssh-agent.exe,0,0
11034,ssh-keygen.exe,0,0
11035,ssh-keyscan.exe,0,0
11036,ssh.exe,0,0
11037,stordiag.exe,0,0
11038,subst.exe,0,0
11039,svchost.exe,0,0
11040,svcl.exe,0,0
11041,sxstrace.exe,0,0
11042,sysexp.exe,0,0
11043,sysprep.exe,0,0
11044,systeminfo.exe,0,0
11045,systray.exe,0,0
11046,takeown.exe,0,0
11047,tar.exe,0,0
11048,taskhostw.exe,0,0
11049,taskkill.exe,0,0
11050,tasklist.exe,0,0
11051,teracopy.exe,0,0
11052,timeout.exe,0,0
11053,tpmvscmgr.exe,0,0
11054,tpmvscmgrsvr.exe,0,0
11055,tracerpt.exe,0,0
11056,tscon.exe,0,0
11057,tskill.exe,0,0
11058,ttdinject.exe,0,0
11059,tttracer.exe,0,0
11060,typeperf.exe,0,0
11061,tzsync.exe,0,0
11062,tzutil.exe,0,0
11063,ucsvc.exe,0,0
11064,unifiedinstaller.exe,0,0
11065,unlodctr.exe,0,0
11066,unregmp2.exe,0,0
11067,unsecapp.exe,0,0
11068,upfc.exe,0,0
11069,upnpcont.exe,0,0
11070,userinit.exe,0,0
11071,usf.exe,0,0
11072,vds.exe,0,0
11073,vdsldr.exe,0,0
11074,verclsid.exe,0,0
11075,verifier.exe,0,0
11076,verifiergui.exe,0,0
11077,volumouse.exe,0,0
11078,volumouse32.exe,0,0
11079,vssadmin.exe,0,0
11080,w32tm.exe,0,0
11081,wab.exe,0,0
11082,wabmig.exe,0,0
11083,waitfor.exe,0,0
11084,wbadmin.exe,0,0
11085,wbemtest.exe,0,0
11086,wbengine.exe,0,0
11087,wecutil.exe,0,0
11088,wermgr.exe,0,0
11089,wevtutil.exe,0,0
11090,wextract.exe,0,0
11091,where.exe,0,0
11092,whoami.exe,0,0
11093,whoistd.exe,0,0
11094,whosip.exe,0,0
11095,wiaacmgr.exe,0,0
11096,wiawow64.exe,0,0
11097,wifitask.exe,0,0
11098,wimserv.exe,0,0
11099,winMd5SumPortable_1.0.1.55_Rev_4_English.paf.exe,0,0
11100,windeploy.exe,0,0
11101,winhlp32.exe,0,0
11102,wininit.exe,0,0
11103,winlister.exe,0,0
11104,winrar.exe,0,0
11105,winrs.exe,0,0
11106,winrshost.exe,0,0
11107,winver.exe,0,0
11108,wkspbroker.exe,0,0
11109,wksprt.exe,0,0
11110,wlanext.exe,0,0
11111,wlrmdr.exe,0,0
11112,wmlaunch.exe,0,0
11113,wmpconfig.exe,0,0
11114,wmplayer.exe,0,0
11115,wmpnetwk.exe,0,0
11116,wmpnscfg.exe,0,0
11117,wmprph.exe,0,0
11118,wmpshare.exe,0,0
11119,wowreg32.exe,0,0
11120,wpnpinst.exe,0,0
11121,wpr.exe,0,0
11122,write.exe,0,0
11123,wscadminui.exe,0,0
11124,wscript.exe,0,0
11125,wsmprovhost.exe,0,0
11126,wsqmcons.exe,0,0
11127,wuapihost.exe,0,0
11128,wuauclt.exe,0,0
11129,wul.exe,0,0
11130,wusa.exe,0,0
11131,xcopy.exe,0,0
11132,xpyPortable_1.3.8.paf.exe,0,0
11133,xwizard.exe,0,0
20000,05af0cf40590aef24b28fa04c6b4998b7ab3b7f26e60c507adb84f3d837778f2,1,1
20001,09f01f2256663969229c2c954f7b29751b41a0c2b36cdb9b67c9491b76c04898,1,1
20002,0ff4058f709d278ed662719b9627618c48e7a656c59f6bfecda9081c7cbd742b,1,1
20003,1228d0f04f0ba82569fc1c0609f9fd6c377a91b9ea44c1e7f9f84b2b90552da2,1,1
20004,146712f0832c4e2fbe24245d18f2913746436e38d5438f5eca15dfd0fb50ec24,1,1
20005,17e68e1fb7737ec554eab4b7aea90ebb2fb23c953d920b8d8f1ab4825c3faede,1,1
20006,17efb277d1893fe4255b9178e9bf6ce55d8a514f9805fd2ab8f7065498c53d97,1,1
20007,1c53a211e69cb490911485d71573fd1a4210d7167094a6d7b28926157acd31f0,1,1
20008,1d5f21f26caefe394d6b217a654f0effb6a6a986257229daf447e8b8966f693e,1,1
20009,1e8df42c2e51f919886eaf955c8fc9630ba9aca8bba47b1541ead131feb55a11,1,1
20010,240d0e4653fdcac298777ad397af4df50fe355aa87fd82146ae40e9e998eab90,1,1
20011,2462a1cc358704bf1f12d266a0cc596bce16ba58f8611aa0fdeb094f61f1631a,1,1
20012,2a63fd5330739eaf96adab4e1f4162655ab0e1d977787fb0495f0a2ed137b96b,1,1
20013,2bfdaec2c8e4b66d6c9c3b5887c8cd94e4e590c593169c1e11b06e3240c87803,1,1
20014,2c277c4960f11e457fdc506d139d6a6064c3b967834d1e986c68b508cae55cd0,1,1
20015,319ec1a54148644197b40ed4d73b8fe5646c4f6ebf76d1487bce40a72d37baa7,1,1
20016,32643547aefae01363ff01beb15fa818827896088670a78e814a227ca120975a,1,1
20017,3e9dba43f0b8303ca3f57a09c2b829806720064e6aada312fab2c52484004db2,1,1
20018,41302ba84885fcc5960d4e474d71f6af7c2a631c24d691179ff0a733eb1a4970,1,1
20019,433875f694fb7f96b4fe51e4c3d9a45515e849d1ffd9aa528fb9b23f6323e106,1,1
20020,46a8c1e768f632d69d06bfbd93932d102965c9e3f7c37d4a92e30aaeca905675,1,1
20021,476991b5d212883d22cf78d6830b61f13ce3b9ea8ff2c4d4e6dbd5fcad4b9a95,1,1
20022,48d7cd572f14aed7a90d6b66097a885a889e6e7416a6aaa2eb442706ff661275,1,1
20023,4c4477f81ec823fa43bc2499d0fac1c8ccc1e828f1086aa8bfc7ba7122605da2,1,1
20024,5f171bd6646d203350bab1ac76aa789479b0af70616022d40b9c1efd9fd73cb9,1,1
20025,63d793d1815aa1b119d580312630569fb2eb1880396df7cbe339adcd5c3ae2de,1,1
20026,6c40bc4bd88759b8bab164742f0d617a576e5488d816a7ce53e9ee71918fbd5e,1,1
20027,7777b09e492304a37ac771a33be44dcf685ec528f20faaecf84bcafe3b870a6a,1,1
20028,81493b11fc6acd0d4d8bb653dd9fcdaec16affbcbb509c01f6377db68efceee3,1,1
20029,898a9d34e5e5c49b03fcc27216fb83f1c9690e4fc75a9e9aa144f4d93d564471,1,1
20030,90ebe699b4485af1eede919d39c1d080f5046a3d572ac4cd56d591de32e1746f,1,1
20031,99f433c40fae957a270e150dd6a3946fe746503cfb19efe53e0d8e52ad12f5fe,1,1
20032,9bf8178897ad95d55f2c74eb3827419164228f3d2dcb25cd71190f758dad8b91,1,1
20033,a714d94634dfc13ed21a8a9b7fb1990c257050f809b0a53c9a5928e3c220f45d,1,1
20034,accdf7be34e793269c8e340d73a34199a9a4b3503e9b2120e9f3ef250f18922c,1,1
20035,adc2ccee19ca8ffb238053f98d87d1ae41cfa794248db23dce8e2db80a8cad56,1,1
20036,b83e430f6f40dc470096516a1780dc87e707a7cb3db07533ea672fdaf2a3ebf5,1,1
20037,ba410968db8d8b0d7faa1c48862c1235f78bc01a3f0929bd8ef9ac644fed3b70,1,1
20038,bc5c264c4dc0207f6d500c47f870cc2aef641c4bf0efa3b1a408b83922cc61ac,1,1
20039,ce9236f9e823ce5613746d27660bc6613b16fb63e90ddf1ca77b11fa483a115c,1,1
20040,d084e7c9160b96e53d799ef955a676aa28290cf51a2ba3354ccdd33829638175,1,1
20041,d8470ac79ec2e92a5bbbab94cfa02f5162d23c6bf9cfb15d42edb97c6b9d0095,1,1
20042,dab7eb2503e0d61d02e6156a47361da97afc53c1dee17c420a0a05de891172c3,1,1
20043,dcb49ab9ec92111797dbf28f8a4df23729648d250f1abf9b06562d95afc400f6,1,1
20044,e3493fea655027d88224954f32985caff0aebaa858df3314747f6f4e4a92ac8d,1,1
20045,e3f39c3866a3b619e9f2b0eaa346bd9dae42b3330be1392828bbfb3d3619cdac,1,1
20046,f50ba2fd7e441ef2bffeb6355d33f367248097351d0fa42932c59c6dd26557b5,1,1
20047,fc42cbd5939fcb8b6851021497041c80acd81ce7a43b952ab7807d5a05d2ed97,1,1
20048,fcdb893993c8b5e81fa9f73c40384a6c8cec4d9e5b06f8a2ec6ebb3d5a886db2,1,1
20049,0099963e7285aeafc09e4214a45a6a210253d514cbd0d4b0c3997647a0afe879,1,2
20050,01c647838c374e91e8f9fe967fd25235d72264414bb0d5b82c4fbd4151a9717f,1,2
20051,028facff67136de55fe200177a190da625c8e1713b4e7d95bf5fc5412a5afffc,1,2
20052,0294114d5f411b6c47eb255d4ed6865df99d1c5252f4f585aabf44e6cbacaa59,1,2
20053,03110baa5aad9d01610293f2b8cd21b44cc7efa0a465e677d6b3f92510a4b1d7,1,2
20054,04126b30c1c2663cdf2b6386781aedbfce2ef418a0b01de510bd536903f577e3,1,2
20055,049e53f72c8afa5ccb850429d55a00e2fbe799e68247fd13f5058146cf0f4cf8,1,2
20056,06d370217abec9468bc22c30ba3be72b8de1a7459f9e927656dcf2613a314bf6,1,2
20057,105af5c40c65f51979308e022c25dd285db3cd20e9656caaba0e9b1fc253898b,1,2
20058,106118444e0a7405c13531f8cd70191f36356581d58789dfc5df3da7ba0f9223,1,2
20059,18e299d4331ccff805275b21f33be0a3bd3d1d9ce72a79ba78d2f32dd657bfbb,1,2
20060,1b9412ca5e9deb29aeaa37be05ae8d0a8a636c12fdff8c17032aa017f6075c02,1,2
20061,1deb1efad2c469198aabbb618285e2229052273cf654ee5925c2540ded224402,1,2
20062,1e24560100d010c27cc19c59f9fe1531e4286ecb21fe53763165f30c5f58dc90,1,2
20063,1f2edda243404918b78aa6123aa1fc5b18dd9506e4042c7a1547b565334527e1,1,2
20064,2138c8a34a1eff40ba3fc81b6e3b7564c6b695b140e82f3fcf23b2ec2bf291cf,1,2
20065,245e191bfe998ad9ef2d6b169af22f3c290e9950234f8ddd0f4a03cb3eebf761,1,2
20066,30fcff7add11ea6685a233c8ce1fc30abe67044630524a6eb363573a4a9f88b8,1,2
20067,36e4a3de5c4395d295bdf1d70a215d9669b626c58083ec2d8ab29513830faaa6,1,2
20068,54c82ad27174fd6ed72793b1ccf9d26613eb572960e847a63538420c69d06c5b,1,2
20069,575c7b60f3b1dfc3cdd42e868b88df19cef81a5577254a314dc7d1da0fd64cfb,1,2
20070,59ea8dda6806b4cbb1acd0bcf74be1e94b6a72da46e53de6ef9d611988163189,1,2
20071,6015d5535840e9ac9058c659f9ff661deb4838f2b93e74d2c0dcb126fae21322,1,2
20072,6103e26f6f9d5fd895d9c06e1f5e141ce74d8ebda999cda6a58a4393de5ed094,1,2
20073,678bfbf5d73d6cf38532e11b11dbed17668d94711e2e2ea27311dd46490201b7,1,2
20074,6d4ced2e85587e81d6a09b147ec7cccc054bc0fbb92afc39586de1b2bf57f812,1,2
20075,71936bc3ee40c7ea678889d2ad5fa7eb39401752cd58988ce462f9d4048578ac,1,2
20076,77c7839c7e8d4aaf52e33a2f29db8459381b5cc3b2700072305a8bae5e0762a9,1,2
20077,8203c2f00ecd3ae960cb3247a7d7bfb35e55c38939607c85dbdb5c92f0495fa9,1,2
20078,8ddf4529b943cf80e40938922f88432c413feb9feee60e91505afd6897b72a80,1,2
20079,9a089790e04683ebf37d9746e0284322f59c46eef2a86cc231839482f323e871,1,2
20080,9caa8e8a98ef7841c1b230c22f78b5c10aa9348a2bfd0dfe2670853b6d0ba92c,1,2
20081,a2b5ebfc52a447cde255e1ec1ac8797ad49b156ed427df8c292d6aeb4dad5523,1,2
20082,a52267dc795a51404cbf2a7e8e7875929783bcc62abd6b7cfd1921c938cf2756,1,2
20083,ab4eae618bb05b4fb4a8d3790a0d18a3e1566ab477519991cb161398803a8847,1,2
20084,ae6020a06d2a95cbe91b439f4433e87d198547dec629ab0900ccfe17e729cff1,1,2
20085,b4be6b8acda97f36c448365751d5c9a9e1b91f47cedfde79e1de258413c3de71,1,2
20086,bb31f235e86b0fda185e6580ef5327f80d6a6c754f78499e8647de5e229769cc,1,2
20087,c4282e9040cdc1df92b722568a8b4c42ce9f6533fed0bd34b7fdbae264947784,1,2
20088,ca0d9c8e8b2ed05fcf10178e1d194f5e484892dbe59ede4ae9549d27a5c8fd75,1,2
20089,e0caa666e605f9ee708448cb9af69188d3afc350bbedab0143ab2a44493c33f0,1,2
20090,ea95f131bd9b49104d9e7ae83335254549ded9d71d557c6e4746740aecca2c85,1,2
20091,eec8782eacf1c447a8ddbfe795842958ff68511ddbb5025255151f2b98fe8f78,1,2
20092,f1719415abe4dcba0daef0a1e5c8994d1d3c0c659d3e0a11b34f307370dd8683,1,2
20093,072158f5588440e6c94cb419ae06a27cf584afe3b0cb09c28eff0b4662c15486,1,3
20094,0751c422962dcd500d7cf2cf8bf544ddf5b2fe3465df7dd9b9998f6bba5e08a4,1,3
20095,1c63a4fdee1528429886a0de5e89eaa540a058bf27cd378b8d139e045a2f7849,1,3
20096,1eea3cbd729d4493c0c0a84efe6840abf1760efe221dc971d32ca5017b5c19c2,1,3
20097,20742987e6f743814b25e214f8b2cd43111e2f60a8856a6cca87cafd85422f41,1,3
20098,22d7d67c3af10b1a37f277ebabe2d1eb4fd25afbd6437d4377400e148bcc08d6,1,3
20099,2466fca0e29b06c78ffa8a44193fb58c30e6bec4e54bbef8e6622349b95cce4c,1,3
20100,25f95280b390eda74f9fd28f31bf57af0daf37bd48575e40d8b0ea9dccd37831,1,3
20101,26a7146fbed74a17e9f2f18145063de07cc103ce53c75c8d79bbc5560235c345,1,3
20102,2aad85dbd4c79bd21c6218892552d5c9fb216293a251559ba59d45d56a01437c,1,3
20103,2c323453e959257c7aa86dc180bb3aaaa5c5ec06fa4e72b632d9e4b817052009,1,3
20104,2cdb5edf3039863c30818ca34d9240cb0068ad33128895500721bcdca70c78fd,1,3
20105,2e50eb85f6e271001e69c5733af95c34728893145766066c5ff8708dcc0e43b2,1,3
20106,3893fbe4c6db1b0a22c65ad81a3c3930f1943edb9660218c50b4c04bc36d4a15,1,3
20107,3a03530c732ebe53cdd7c17bee0988896d36c2b632dbd6118613697c2af82117,1,3
20108,3a4bd5288b89aa26fbe39353b93c1205efa671be4f96e50beae0965f45fdcc40,1,3
20109,45ecce9dfec886e2b092a996f6affb9e7417d6121e58b0ec643be7e36a03106d,1,3
20110,4be85e2083b64838fb66b92195a250228a721cdb5ae91817ea97b37aa53f4a2b,1,3
20111,520bd9ed608c668810971dbd51184c6a29819674280b018dc4027bc38fc42e57,1,3
20112,53c704934228ec0660e50422b5ee340332f0df491aa50c6367ed343edb5ed16a,1,3
20113,5da8d2e1b36be0d661d276ea6523760dbe3fa4f3fdb7e32b144812ce50c483fa,1,3
20114,668a4a2300f36c9df0f7307cc614be3297f036fa312a424765cdb2c169187fe6,1,3
20115,66e6563ecef8f33b1b283a63404a2029550af9a6574b84e0fb3f2c6a8f42e89f,1,3
20116,67d8a3a6816aaf8e187d75a11d733c65191202487c5295eed403510c45b2b478,1,3
20117,6d4712df42ad0982041ef0e2e109ab5718b43830f2966bd9207a7fac3af883db,1,3
20118,6ee278e62994b9340a2f1584a1c156ffa378075ebf134b1e06d5e3e426a01f75,1,3
20119,706f3eec328e91ff7f66c8f0a2fb9b556325c153a329a2062dc85879c540839d,1,3
20120,730f2d6243055c786d737bae0665267b962c64f57132e9ab401d6e7625c3d0a4,1,3
20121,7f6dd0ca03f04b64024e86a72a6d7cfab6abccc2173b85896fc4b431990a5984,1,3
20122,84af3f15701d259f3729d83beb15ca738028432c261353d1f9242469d791714f,1,3
20123,86c84c07e27cc8aba129e1cf51215b65c445f178b94f2e8c4c10e6bc110daa94,1,3
20124,8e41970c748b56f4ab656e9e51295d9bf53c40da2ae0a1b099459d732716f739,1,3
20125,8eada5114fbbc73b7d648b38623fc206367c94c0e76cb3b395a33ea8859d2952,1,3
20126,8f1b0affffb2f2f58b477515d1ce54f4daa40a761d828041603d5536c2d53539,1,3
